config,feature,measure,association,rank,selected
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL32'),KruskalEtaSquared,0.003341445707629702,0.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL_MAX'),KruskalEtaSquared,0.0029121021994039553,1.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE10'),KruskalEtaSquared,0.00262500042135815,2.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE1'),KruskalEtaSquared,0.0025697901257601178,3.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE7'),KruskalEtaSquared,0.0024298458501062657,4.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL21'),KruskalEtaSquared,0.0019929412001957144,5.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBBAT4'),KruskalEtaSquared,0.001928589783163783,6.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBSINSTRT'),KruskalEtaSquared,0.0016369100044172627,7.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL23'),KruskalEtaSquared,0.0014213548565034397,8.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('EQUIPEMENT6'),KruskalEtaSquared,0.001197527561743192,9.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBSINCONJ'),KruskalEtaSquared,0.001060261279335841,10.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE17'),KruskalEtaSquared,0.0009547589594060219,11.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL8'),KruskalEtaSquared,0.0008972874314890825,12.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('TAILLE3'),KruskalEtaSquared,0.0008145975640681762,13.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL14'),KruskalEtaSquared,0.0007977500533795414,14.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL24'),KruskalEtaSquared,0.0006514317580642939,15.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL27'),KruskalEtaSquared,0.0006393106037321964,16.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL3'),KruskalEtaSquared,0.0005956810072684957,17.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL10'),KruskalEtaSquared,0.000556993550862698,18.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('CA3_CA_TOT'),KruskalEtaSquared,0.0005070385699661183,19.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBBAT2'),KruskalEtaSquared,0.0003064475890290031,20.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('EQUIPEMENT1'),KruskalEtaSquared,0.00030441199421728644,21.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('CA3'),KruskalEtaSquared,0.00025160134188148905,22.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('DEROG1'),KruskalEtaSquared,0.00023358538593199474,23.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE13'),KruskalEtaSquared,0.0001871255193532899,24.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('RISK5'),KruskalEtaSquared,0.00018017979022040721,25.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('CARACT5'),KruskalEtaSquared,0.00017954242680609563,26.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBBAT7'),KruskalEtaSquared,0.00017565399835500756,27.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBBAT8'),KruskalEtaSquared,0.00014804594058686393,28.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('ZONE_VENT'),KruskalEtaSquared,0.00013836856342647395,29.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL20'),KruskalEtaSquared,0.00013722797613691486,30.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL17'),KruskalEtaSquared,0.00012112046689236722,31.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL25'),KruskalEtaSquared,0.00011634604132700082,32.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('RISK2'),KruskalEtaSquared,0.00011025642272042073,33.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBBAT6'),KruskalEtaSquared,9.83866507061866e-05,34.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('RISK1'),KruskalEtaSquared,9.240934578108191e-05,35.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('DEROG11'),KruskalEtaSquared,8.8119505981097e-05,36.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBBAT9'),KruskalEtaSquared,8.464475550190463e-05,37.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL1'),KruskalEtaSquared,8.198152130761628e-05,38.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('DUREE_REQANEUF'),KruskalEtaSquared,7.885825837759013e-05,39.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('DEROG10'),KruskalEtaSquared,7.86970590316749e-05,40.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('DEROG8_formatted'),KruskalEtaSquared,7.564087804622105e-05,41.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('DEROG7'),KruskalEtaSquared,6.409434001693204e-05,42.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('EQUIPEMENT4'),KruskalEtaSquared,6.020367985415876e-05,43.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('DEROG6'),KruskalEtaSquared,5.83272049924257e-05,44.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('RISK4'),KruskalEtaSquared,5.6665736753644014e-05,45.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('TYPBAT2'),KruskalEtaSquared,5.003733397563801e-05,46.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('ANCIENNETE'),KruskalEtaSquared,4.079279992624761e-05,47.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL19'),KruskalEtaSquared,3.2765409565546675e-05,48.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE21'),KruskalEtaSquared,3.265617623257874e-05,49.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('CARACT2'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('DEROG9'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('DEROG15'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('CA1'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('CA2'),KruskalEtaSquared,,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL2'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL4'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL5'),KruskalEtaSquared,3.945069325510123e-06,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL6'),KruskalEtaSquared,0.001826409083032621,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL7'),KruskalEtaSquared,0.0013517223443324296,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL9'),KruskalEtaSquared,0.000627524869529235,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL11'),KruskalEtaSquared,6.513003788003951e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL12'),KruskalEtaSquared,0.0026577806019342028,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL13'),KruskalEtaSquared,8.180338206794136e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL15'),KruskalEtaSquared,3.068810197676915e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL16'),KruskalEtaSquared,2.7400240446859253e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL18'),KruskalEtaSquared,2.6687012514126488e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL22'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL26'),KruskalEtaSquared,2.5027756821366694e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL28'),KruskalEtaSquared,3.229667640995173e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL29'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL30'),KruskalEtaSquared,1.0397290818720624e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL31'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL33'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL36'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL38'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL39'),KruskalEtaSquared,3.945069325510123e-06,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE2'),KruskalEtaSquared,0.0025696273079613796,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE3'),KruskalEtaSquared,0.0024613861685728548,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE5'),KruskalEtaSquared,2.3331917357206177e-06,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE8'),KruskalEtaSquared,0.0002619866158778447,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE9'),KruskalEtaSquared,2.2004489525692102e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE11'),KruskalEtaSquared,0.0022520281606864196,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE12'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE14'),KruskalEtaSquared,1.0675002571748728e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE15'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE16'),KruskalEtaSquared,3.100269356709052e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE18'),KruskalEtaSquared,1.009587604962139e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE19'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('SURFACE20'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBBAT1'),KruskalEtaSquared,0.00192621208847162,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBBAT3'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBBAT5'),KruskalEtaSquared,2.9327185969948915e-06,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBBAT10'),KruskalEtaSquared,0.0003064474137335499,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBBAT11'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBBAT13'),KruskalEtaSquared,0.0017831376179294962,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('NBBAT14'),KruskalEtaSquared,3.2452211845172754e-06,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('TAILLE4'),KruskalEtaSquared,5.205503803197935e-07,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('RISK3'),KruskalEtaSquared,0.00010021396911672075,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('RISK7'),KruskalEtaSquared,8.424683179032465e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('EQUIPEMENT3'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('EQUIPEMENT7'),KruskalEtaSquared,0.001185308148024672,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('CA_TOT'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('CA_MEAN'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('CA1_CA_TOT'),KruskalEtaSquared,1.0174848364207517e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('CA1_CA_MEAN'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('CA2_CA_TOT'),KruskalEtaSquared,,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('CA2_CA_MEAN'),KruskalEtaSquared,,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('CA3_CA_MEAN'),KruskalEtaSquared,2.425823448505829e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('Unknown'),KruskalEtaSquared,1.2444328042097756e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('Involontaire (travaux)'),KruskalEtaSquared,2.025583454332325e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('Involontaire (particulier)'),KruskalEtaSquared,4.006895990760629e-06,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('Accidentelle'),KruskalEtaSquared,2.6811377542185934e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('Malveillance'),KruskalEtaSquared,4.3571439640697294e-06,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('Naturelle'),KruskalEtaSquared,1.8644851022203495e-06,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('KAPITAL_SUM'),KruskalEtaSquared,0.00279728678026292,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('DEROG13_formatted'),KruskalEtaSquared,4.171530078520364e-06,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('DEROG3_formatted'),KruskalEtaSquared,7.218466823301178e-05,,False
Classification | Tschuprowt + KruskalEta  (shipped),Numerical('DEROG16_formatted'),KruskalEtaSquared,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('SURFACE6'),Tschuprowt,0.04001908917836262,0.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('TAILLE1'),Tschuprowt,0.03790375945907426,1.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('TAILLE2'),Tschuprowt,0.03716072716441143,2.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('VOCATION'),Tschuprowt,0.03616924313962584,3.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('KAPITAL40'),Tschuprowt,0.03600091785367778,4.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('TYPERS'),Tschuprowt,0.0337720173588442,5.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('KAPITAL41'),Tschuprowt,0.03099054794465864,6.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('KAPITAL42'),Tschuprowt,0.025280074121412765,7.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('DEROG12'),Tschuprowt,0.02459976412945934,8.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('RISK11'),Tschuprowt,0.024151785731436105,9.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('KAPITAL43'),Tschuprowt,0.021173862516010986,10.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('KAPITAL37'),Tschuprowt,0.020635299601539977,11.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('HAUTEUR_MAX'),Tschuprowt,0.019275952762347087,12.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('BDTOPO_BAT_MAX_HAUTEUR_MAX'),Tschuprowt,0.017726921800398986,13.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('DEROG4'),Tschuprowt,0.017686269825271963,14.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('ZONE'),Tschuprowt,0.01667586079526192,15.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('RISK10'),Tschuprowt,0.016331628944213868,16.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('DEROG5'),Tschuprowt,0.015253742947715886,17.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('AN_EXERC'),Tschuprowt,0.014715641818971585,18.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('BDTOPO_BAT_MAX_HAUTEUR'),Tschuprowt,0.014485195120407761,19.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('total_surface_crossed'),Tschuprowt,0.014366019451656848,20.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('ACTIVIT2'),Tschuprowt,0.01430788021790726,21.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('TXAB_VOR_MM_A_TXAB_VOR_MMAX_A'),Tschuprowt,0.01389695861020436,22.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('NBJFXI3S10_MM_A_NBJFXI3S10_MMAX_A'),Tschuprowt,0.013233261415580143,23.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('INDEM2'),Tschuprowt,0.01313907462177083,24.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('EQUIPEMENT2'),Tschuprowt,0.012287924954642872,25.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('DISTANCE_213'),Tschuprowt,0.012197457020829545,26.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('NBJFXI3S16_MM_A_NBJFXI3S16_MMAX_A'),Tschuprowt,0.012017030349868599,27.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('NBJTX0_MM_A_NBJTX0_MMAX_A'),Tschuprowt,0.011968354628576915,28.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('PROPORTION_21'),Tschuprowt,0.011964448665801502,29.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('HAUTEUR'),Tschuprowt,0.011836479239040978,30.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('NBJRR50_MM_A_NBJRR50_MMAX_A'),Tschuprowt,0.01150894607509891,31.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('NBJRR10_MM_A_NBJRR10_MMAX_A'),Tschuprowt,0.011474115757707322,32.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('CARACT4'),Tschuprowt,0.011428308162144829,33.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('DISTANCE_212'),Tschuprowt,0.011419744323519273,34.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('NBJFXI3S28_MM_A_NBJFXI3S28_MMAX_A'),Tschuprowt,0.01138843758504314,35.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('DISTANCE_411'),Tschuprowt,0.01133114595388823,36.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('DISTANCE_323'),Tschuprowt,0.011317255837489994,37.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('IND_SNV_REGION'),Tschuprowt,0.011250260132940813,38.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('NBJFF16_MM_A_NBJFF16_MMAX_A'),Tschuprowt,0.010843917018258783,39.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('DISTANCE_335'),Tschuprowt,0.010734001206030975,40.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('RRAB_VOR_MM_A_RRAB_VOR_MMAX_A'),Tschuprowt,0.010670325029829652,41.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('DISTANCE_334'),Tschuprowt,0.010539028269195238,42.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('NBJFF10_MM_A_NBJFF10_MMAX_A'),Tschuprowt,0.010527198239679602,43.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('NBJFXY8_MM_A_NBJFXY8_MMAX_A'),Tschuprowt,0.010170208235683112,44.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('NBJRR30_MM_A_NBJRR30_MMAX_A'),Tschuprowt,0.010061785237599555,45.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('TAMPLIAB_VOR_MM_A_TAMPLIAB_VOR_MMAX_A'),Tschuprowt,0.010053227730630237,46.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Ordinal('NBJRR10_MSOM_A'),Tschuprowt,0.009991996292400804,47.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('TAMPLIM_VOR_MM_A_TAMPLIM_VOR_MMAX_A'),Tschuprowt,0.009944257793901769,48.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('ALTITUDE_5_ALT_TOT'),Tschuprowt,0.009811222885911991,49.0,True
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('ADOSS'),Tschuprowt,0.0006793098276705769,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('CARACT1'),Tschuprowt,0.005919150402084858,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('CARACT3'),Tschuprowt,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('INDEM1'),Tschuprowt,0.004197765274609397,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('TYPBAT1'),Tschuprowt,0.008819414629731676,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('FRCH1'),Tschuprowt,0.0029998735334621236,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('FRCH2'),Tschuprowt,0.004828410195383086,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('DEROG2'),Tschuprowt,0.0070958224552601906,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('DEROG3'),Tschuprowt,0.0074599055487311215,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('DEROG8'),Tschuprowt,0.007621947537200884,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('KAPITAL34'),Tschuprowt,0.0023226428125522986,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('KAPITAL35'),Tschuprowt,0.007910598389843555,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('RISK6'),Tschuprowt,0.008742028884424916,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('RISK8'),Tschuprowt,0.0062042466522145845,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('RISK9'),Tschuprowt,0.007555956314084632,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('RISK12'),Tschuprowt,0.00819678428129778,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('RISK13'),Tschuprowt,0.00524496173408045,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('EQUIPEMENT5'),Tschuprowt,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('ESPINSEE'),Tschuprowt,0.0,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('ZONE_REGION'),Tschuprowt,0.009144155294590943,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('LOG_AVA1_num'),Tschuprowt,0.004142062786520884,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('LOG_A1_A2_num'),Tschuprowt,0.0009112620611235169,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('LOG_A2_A3_num'),Tschuprowt,0.004370619624485197,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('LOG_APA3_num'),Tschuprowt,0.004522946515724138,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('LOG_INC_num'),Tschuprowt,0.0005229719155927816,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('LOG_SOC_num'),Tschuprowt,0.006433955307378099,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('LOG_TOT'),Tschuprowt,0.003592885297883951,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('LOG_A1_A2_num_LOG_TOT'),Tschuprowt,0.003968775225462061,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('LOG_A2_A3_num_LOG_TOT'),Tschuprowt,0.004350090803465333,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('LOG_INC_num_LOG_TOT'),Tschuprowt,0.003592885297883951,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('LOG_SOC_num_LOG_TOT'),Tschuprowt,0.00477487122671008,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('LOG_REGION'),Tschuprowt,0.008310793806610659,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_PAUV_num'),Tschuprowt,0.004997403457871623,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_1IND_num'),Tschuprowt,0.005601280641653387,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_5IND_num'),Tschuprowt,0.003023250609503092,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_PROP_num'),Tschuprowt,0.0030351996782738357,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_FMP_num'),Tschuprowt,0.0013982603796009639,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_COLL_num'),Tschuprowt,0.0018030813767821682,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_MAIS_num'),Tschuprowt,0.0017896532918850927,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_TOT'),Tschuprowt,0.006875324783984014,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_PAUV_MEN_TOT'),Tschuprowt,0.00691498174004622,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_PAUV_MEN'),Tschuprowt,0.0010710025226857304,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_1IND_MEN_TOT'),Tschuprowt,0.008646567556942042,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_1IND_MEN'),Tschuprowt,0.005460811347880388,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_5IND_MEN_TOT'),Tschuprowt,0.007275492412125003,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_5IND_MEN'),Tschuprowt,0.003770078515989319,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_PROP_MEN_TOT'),Tschuprowt,0.00831845054944146,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_PROP_MEN'),Tschuprowt,0.0035361562463827744,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_FMP_MEN_TOT'),Tschuprowt,0.005748083307131863,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_FMP_MEN'),Tschuprowt,0.0013668798992049133,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_COLL_MEN_TOT'),Tschuprowt,0.006280171854842177,,False
Classification | Tschuprowt + KruskalEta  (shipped),Categorical('MEN_COLL_MEN'),Tschuprowt,0.0024339088404008234,,False
