config,feature,measure,association,rank,selected
Classification | Cramerv    + KruskalEta,Categorical('TAMPLIM_VOR_MM_A_TAMPLIM_VOR_MMAX_A'),Cramerv,0.011825782121929248,48.0,True
Classification | Cramerv    + KruskalEta,Categorical('ALTITUDE_5_ALT_TOT'),Cramerv,0.01166757606280407,49.0,True
Classification | Cramerv    + KruskalEta,Categorical('ADOSS'),Cramerv,0.0008078400803571225,,False
Classification | Cramerv    + KruskalEta,Categorical('CARACT1'),Cramerv,0.007039095772930532,,False
Classification | Cramerv    + KruskalEta,Categorical('CARACT3'),Cramerv,0.0,,False
Classification | Cramerv    + KruskalEta,Categorical('INDEM1'),Cramerv,0.004992012331676846,,False
Classification | Cramerv    + KruskalEta,Categorical('TYPBAT1'),Cramerv,0.010488110627835997,,False
Classification | Cramerv    + KruskalEta,Categorical('FRCH1'),Cramerv,0.003567470950101511,,False
Classification | Cramerv    + KruskalEta,Categorical('FRCH2'),Cramerv,0.005741979758501245,,False
Classification | Cramerv    + KruskalEta,Categorical('DEROG2'),Cramerv,0.008438402550591495,,False
Classification | Cramerv    + KruskalEta,Categorical('DEROG3'),Cramerv,0.008871372755799328,,False
Classification | Cramerv    + KruskalEta,Categorical('DEROG8'),Cramerv,0.009064074241416758,,False
Classification | Cramerv    + KruskalEta,Categorical('KAPITAL34'),Cramerv,0.002762103358297125,,False
Classification | Cramerv    + KruskalEta,Categorical('KAPITAL35'),Cramerv,0.009407339889131025,,False
Classification | Cramerv    + KruskalEta,Categorical('RISK6'),Cramerv,0.010396082948917409,,False
Classification | Cramerv    + KruskalEta,Categorical('RISK8'),Cramerv,0.007378134262045397,,False
Classification | Cramerv    + KruskalEta,Categorical('RISK9'),Cramerv,0.00898559700935918,,False
Classification | Cramerv    + KruskalEta,Categorical('RISK12'),Cramerv,0.009747674187461787,,False
Classification | Cramerv    + KruskalEta,Categorical('RISK13'),Cramerv,0.006237345812085481,,False
Classification | Cramerv    + KruskalEta,Categorical('EQUIPEMENT5'),Cramerv,0.0,,False
Classification | Cramerv    + KruskalEta,Categorical('ESPINSEE'),Cramerv,0.0,,False
Classification | Cramerv    + KruskalEta,Categorical('ZONE_REGION'),Cramerv,0.010874294537017354,,False
Classification | Cramerv    + KruskalEta,Categorical('LOG_AVA1_num'),Cramerv,0.004925770536518633,,False
Classification | Cramerv    + KruskalEta,Categorical('LOG_A1_A2_num'),Cramerv,0.0010836793267201307,,False
Classification | Cramerv    + KruskalEta,Categorical('LOG_A2_A3_num'),Cramerv,0.005197571954408317,,False
Classification | Cramerv    + KruskalEta,Categorical('LOG_APA3_num'),Cramerv,0.005378720177275911,,False
Classification | Cramerv    + KruskalEta,Categorical('LOG_INC_num'),Cramerv,0.0006219219229695384,,False
Classification | Cramerv    + KruskalEta,Categorical('LOG_SOC_num'),Cramerv,0.0076513054291435555,,False
Classification | Cramerv    + KruskalEta,Categorical('LOG_TOT'),Cramerv,0.004272684759632266,,False
Classification | Cramerv    + KruskalEta,Categorical('LOG_A1_A2_num_LOG_TOT'),Cramerv,0.0047196957359660115,,False
Classification | Cramerv    + KruskalEta,Categorical('LOG_A2_A3_num_LOG_TOT'),Cramerv,0.005173158934388878,,False
Classification | Cramerv    + KruskalEta,Categorical('LOG_INC_num_LOG_TOT'),Cramerv,0.004272684759632266,,False
Classification | Cramerv    + KruskalEta,Categorical('LOG_SOC_num_LOG_TOT'),Cramerv,0.005678310836025399,,False
Classification | Cramerv    + KruskalEta,Categorical('LOG_REGION'),Cramerv,0.009883255126141945,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_PAUV_num'),Cramerv,0.005942947748640135,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_1IND_num'),Cramerv,0.006661082792181214,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_5IND_num'),Cramerv,0.0035952711352573905,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_PROP_num'),Cramerv,0.0036094810528572155,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_FMP_num'),Cramerv,0.0016628211920478718,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_COLL_num'),Cramerv,0.0021442372021982566,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_MAIS_num'),Cramerv,0.0021282684280977938,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_TOT'),Cramerv,0.008176185151068336,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_PAUV_MEN_TOT'),Cramerv,0.008223345485376862,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_PAUV_MEN'),Cramerv,0.0012736438201637337,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_1IND_MEN_TOT'),Cramerv,0.010282559659067173,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_1IND_MEN'),Cramerv,0.006494035708586957,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_5IND_MEN_TOT'),Cramerv,0.008652067341647364,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_5IND_MEN'),Cramerv,0.004483404195333399,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_PROP_MEN_TOT'),Cramerv,0.009892360579194077,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_PROP_MEN'),Cramerv,0.00420522216795971,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_FMP_MEN_TOT'),Cramerv,0.006835661566469582,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_FMP_MEN'),Cramerv,0.001625503301488685,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_COLL_MEN_TOT'),Cramerv,0.007468425053218154,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_COLL_MEN'),Cramerv,0.0028944217102726817,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_MAIS_MEN_TOT'),Cramerv,0.007468425053218154,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_MAIS_MEN'),Cramerv,0.0028906847080114916,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_MEN_TOT'),Cramerv,0.008076414894292764,,False
Classification | Cramerv    + KruskalEta,Categorical('MEN_REGION'),Cramerv,0.008684820066584454,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y2_Y3_num'),Cramerv,0.0029799420929324926,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y3_Y4_num'),Cramerv,0.005303606863115746,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y5_Y6_num'),Cramerv,0.003996094519505805,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y8_Y9_num'),Cramerv,0.006969913439812829,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y9_num'),Cramerv,0.005917334674331397,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_SNV_num'),Cramerv,0.0040900415631534605,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_TOT'),Cramerv,0.0034422871031116378,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_IND_TOT'),Cramerv,0.00303664533470234,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_IND_SNV'),Cramerv,0.0040174476214967884,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_0_Y1_IND_TOT'),Cramerv,0.0034428731289576644,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_0_Y1_IND_SNV'),Cramerv,0.004090863935646387,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y1_Y2_IND_TOT'),Cramerv,0.0034422871031116378,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y1_Y2_IND_SNV'),Cramerv,0.0040900415631534605,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y2_Y3_IND_TOT'),Cramerv,0.002956442959204416,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y2_Y3_IND_SNV'),Cramerv,0.004043333475610305,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y3_Y4_IND_TOT'),Cramerv,0.004958022601153322,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y3_Y4_IND'),Cramerv,0.0052245819630704505,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y3_Y4_IND_SNV'),Cramerv,0.004842988082700571,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y4_Y5_IND_TOT'),Cramerv,0.003628855586155686,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y4_Y5_IND'),Cramerv,0.0028372558628277757,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y4_Y5_IND_SNV'),Cramerv,0.004334898434781047,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y5_Y6_IND_TOT'),Cramerv,0.004673062570534995,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y5_Y6_IND'),Cramerv,0.00412737643465808,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y5_Y6_IND_SNV'),Cramerv,0.005074800981973527,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y6_Y7_IND_TOT'),Cramerv,0.0046250237391696845,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y6_Y7_IND_SNV'),Cramerv,0.006833864359721701,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y7_Y8_IND_TOT'),Cramerv,0.003634841225749719,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y7_Y8_IND_SNV'),Cramerv,0.004289906977003445,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y8_Y9_IND_TOT'),Cramerv,0.005648714391354563,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y8_Y9_IND'),Cramerv,0.006831313742387507,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y8_Y9_IND_SNV'),Cramerv,0.006697886424430903,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y9_IND_TOT'),Cramerv,0.005224295192311892,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y9_IND'),Cramerv,0.005891158579615063,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_Y9_IND_SNV'),Cramerv,0.006321659897914708,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_INC_IND_TOT'),Cramerv,0.0034422871031116378,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_INC_IND_SNV'),Cramerv,0.0040900415631534605,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_SNV_IND_TOT'),Cramerv,0.0069935817053867946,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_SNV_IND'),Cramerv,0.0040174476214967884,,False
Classification | Cramerv    + KruskalEta,Categorical('IND_REGION'),Cramerv,0.0096626854344653,,False
Classification | Cramerv    + KruskalEta,Categorical('ALTITUDE_1_num'),Cramerv,0.010544317024013485,,False
Classification | Cramerv    + KruskalEta,Categorical('ALTITUDE_2_num'),Cramerv,0.009542655170180638,,False
Classification | Cramerv    + KruskalEta,Categorical('ALTITUDE_3_num'),Cramerv,0.009137982405106512,,False
Classification | Cramerv    + KruskalEta,Categorical('ALTITUDE_4_num'),Cramerv,0.007199447907206275,,False
Classification | Cramerv    + KruskalEta,Categorical('ALTITUDE_5_num'),Cramerv,0.009333372338622853,,False
Classification | Cramerv    + KruskalEta,Categorical('ALTITUDE_TOT'),Cramerv,0.01166757606280407,,False
Classification | Cramerv    + KruskalEta,Categorical('ALTITUDE_1_ALT_TOT'),Cramerv,0.01166757606280407,,False
Classification | Cramerv    + KruskalEta,Categorical('ALTITUDE_2_ALT_TOT'),Cramerv,0.01166757606280407,,False
Classification | Cramerv    + KruskalEta,Categorical('ALTITUDE_3_ALT_TOT'),Cramerv,0.01166757606280407,,False
Classification | Cramerv    + KruskalEta,Categorical('ALTITUDE_4_ALT_TOT'),Cramerv,0.01166757606280407,,False
Classification | Cramerv    + KruskalEta,Categorical('ALTITUDE_REGION'),Cramerv,0.00864978208555002,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTX25_MM_A_NBJTX25_MMAX_A'),Cramerv,0.008763914063977526,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTXI27_MM_A_NBJTXI27_MMAX_A'),Cramerv,0.008878262510093148,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTXS32_MM_A_NBJTXS32_MMAX_A'),Cramerv,0.007209752909638233,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTXI20_MM_A_NBJTXI20_MMAX_A'),Cramerv,0.010481079680928722,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTX30_MM_A_NBJTX30_MMAX_A'),Cramerv,0.010262495494063753,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTX35_MM_A_NBJTX35_MMAX_A'),Cramerv,0.006148007574582398,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTN10_MM_A_NBJTN10_MMAX_A'),Cramerv,0.004627379030479358,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTNI10_MM_A_NBJTNI10_MMAX_A'),Cramerv,0.011077936145455044,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTN5_MM_A_NBJTN5_MMAX_A'),Cramerv,0.010174364803507413,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTNS25_MM_A_NBJTNS25_MMAX_A'),Cramerv,0.0,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTNI15_MM_A_NBJTNI15_MMAX_A'),Cramerv,0.007233953572799211,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTNI20_MM_A_NBJTNI20_MMAX_A'),Cramerv,0.0048670007906294775,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTNS20_MM_A_NBJTNS20_MMAX_A'),Cramerv,0.00793801837109815,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJTMS24_MM_A_NBJTMS24_MMAX_A'),Cramerv,0.007464829263973362,,False
Classification | Cramerv    + KruskalEta,Categorical('TM_VOR_MM_A_TM_VOR_MMAX_A'),Cramerv,0.00825930806796063,,False
Classification | Cramerv    + KruskalEta,Categorical('TMM_VOR_MM_A_TMM_VOR_MMAX_A'),Cramerv,0.007272399988535482,,False
Classification | Cramerv    + KruskalEta,Categorical('TMMAX_VOR_MM_A_TMMAX_VOR_MMAX_A'),Cramerv,0.008304257458063223,,False
Classification | Cramerv    + KruskalEta,Categorical('TMMIN_VOR_MM_A_TMMIN_VOR_MMAX_A'),Cramerv,0.008866223983225131,,False
Classification | Cramerv    + KruskalEta,Categorical('TN_VOR_MM_A_TN_VOR_MMAX_A'),Cramerv,0.010066694385728346,,False
Classification | Cramerv    + KruskalEta,Categorical('TNAB_VOR_MM_A_TNAB_VOR_MMAX_A'),Cramerv,0.011105081794492745,,False
Classification | Cramerv    + KruskalEta,Categorical('TNMAX_VOR_MM_A_TNMAX_VOR_MMAX_A'),Cramerv,0.008257713640298297,,False
Classification | Cramerv    + KruskalEta,Categorical('TX_VOR_MM_A_TX_VOR_MMAX_A'),Cramerv,0.0085970399462526,,False
Classification | Cramerv    + KruskalEta,Categorical('TXMIN_VOR_MM_A_TXMIN_VOR_MMAX_A'),Cramerv,0.007810515093917143,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJFF28_MM_A_NBJFF28_MMAX_A'),Cramerv,0.007941829110780294,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJFXY10_MM_A_NBJFXY10_MMAX_A'),Cramerv,0.010999716136850957,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJFXY15_MM_A_NBJFXY15_MMAX_A'),Cramerv,0.01089856017809705,,False
Classification | Cramerv    + KruskalEta,Categorical('FFM_VOR_MM_A_FFM_VOR_MMAX_A'),Cramerv,0.008055120592137265,,False
Classification | Cramerv    + KruskalEta,Categorical('FXI3SAB_VOR_MM_A_FXI3SAB_VOR_MMAX_A'),Cramerv,0.007302169213640303,,False
Classification | Cramerv    + KruskalEta,Categorical('FXIAB_VOR_MM_A_FXIAB_VOR_MMAX_A'),Cramerv,0.010702072231464682,,False
Classification | Cramerv    + KruskalEta,Categorical('FXYAB_VOR_MM_A_FXYAB_VOR_MMAX_A'),Cramerv,0.007005007428891763,,False
Classification | Cramerv    + KruskalEta,Categorical('FFM_VOR_COM_MM_A_Y_FFM_VOR_COM_MMAX_A_Y'),Cramerv,0.011491365697684903,,False
Classification | Cramerv    + KruskalEta,Categorical('FXI3SAB_VOR_COM_MM_A_Y_FXI3SAB_VOR_COM_MMAX_A_Y'),Cramerv,0.009555883990191283,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJRR1_MM_A_NBJRR1_MMAX_A'),Cramerv,0.009606111389110638,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJRR5_MM_A_NBJRR5_MMAX_A'),Cramerv,0.010307833160247646,,False
Classification | Cramerv    + KruskalEta,Categorical('NBJRR100_MM_A_NBJRR100_MMAX_A'),Cramerv,0.007272300821609833,,False
Classification | Cramerv    + KruskalEta,Categorical('RR_VOR_MM_A_RR_VOR_MMAX_A'),Cramerv,0.01134791655230301,,False
Classification | Cramerv    + KruskalEta,Categorical('nb_casernes_extinction_rate'),Cramerv,0.005617420274949397,,False
Classification | Cramerv    + KruskalEta,Categorical('zone_vent_extinction_rate'),Cramerv,0.011195367927846782,,False
Classification | Cramerv    + KruskalEta,Categorical('VENT_x_CASERNES'),Cramerv,0.01154586616043739,,False
Classification | Cramerv    + KruskalEta,Ordinal('NB_CASERNES'),Cramerv,0.0026949659862404527,,False
Classification | Cramerv    + KruskalEta,Ordinal('MEN_SURF'),Cramerv,0.0044229081277448465,,False
Classification | Cramerv    + KruskalEta,Ordinal('IND_SNV'),Cramerv,0.0040900415631534605,,False
Classification | Cramerv    + KruskalEta,Ordinal('IND_Y9'),Cramerv,0.005917334674331397,,False
Classification | Cramerv    + KruskalEta,Ordinal('LOG_SOC'),Cramerv,0.0076513054291435555,,False
Classification | Cramerv    + KruskalEta,Ordinal('LOG_APA3'),Cramerv,0.005378720177275911,,False
Classification | Cramerv    + KruskalEta,Ordinal('LOG_AVA1'),Cramerv,0.005452047153538213,,False
Classification | Cramerv    + KruskalEta,Ordinal('MEN_MAIS'),Cramerv,0.004265448004600092,,False
Classification | Cramerv    + KruskalEta,Ordinal('MEN_COLL'),Cramerv,0.004403068763358645,,False
Classification | Cramerv    + KruskalEta,Ordinal('MEN_FMP'),Cramerv,0.0016437941184711863,,False
Classification | Cramerv    + KruskalEta,Ordinal('MEN_PROP'),Cramerv,0.0018596545364740799,,False
Classification | Cramerv    + KruskalEta,Ordinal('MEN_PAUV'),Cramerv,0.005942947748640135,,False
Classification | Cramerv    + KruskalEta,Ordinal('COEFASS'),Cramerv,0.006640410474012386,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_111'),Cramerv,0.0004829306693743376,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_112'),Cramerv,0.004098994306827787,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_121'),Cramerv,0.003741709587371114,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_122'),Cramerv,0.008556582289395544,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_123'),Cramerv,0.008193750995698246,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_124'),Cramerv,0.0,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_131'),Cramerv,0.002785017641324669,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_132'),Cramerv,0.01003481021160151,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_133'),Cramerv,0.0043849924301695,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_141'),Cramerv,0.003775019057268076,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_142'),Cramerv,0.0,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_211'),Cramerv,0.008779493763700318,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_221'),Cramerv,0.004059359435647846,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_222'),Cramerv,0.008679388373503552,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_223'),Cramerv,0.014226613513855691,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_231'),Cramerv,0.006127256142936212,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_242'),Cramerv,0.007438849230841254,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_243'),Cramerv,0.0010650178350024625,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_244'),Cramerv,0.0,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_311'),Cramerv,0.01116730718801063,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_312'),Cramerv,0.0,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_313'),Cramerv,0.0,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_321'),Cramerv,0.011589596990824383,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_322'),Cramerv,0.004161665704930169,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_324'),Cramerv,0.0,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_331'),Cramerv,0.002375801453871187,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_332'),Cramerv,0.009592468689263415,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_333'),Cramerv,0.001711570452960397,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_412'),Cramerv,0.003418902645947217,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_421'),Cramerv,0.004665399752285718,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_422'),Cramerv,0.009659989169525433,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_423'),Cramerv,0.0050478267876896445,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_511'),Cramerv,0.006774865756172919,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_512'),Cramerv,0.006672685944663737,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_521'),Cramerv,0.005848791907044762,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_522'),Cramerv,0.003544794884599296,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_523'),Cramerv,0.0042080953341500265,,False
Classification | Cramerv    + KruskalEta,Ordinal('PROPORTION_22'),Cramerv,0.004000887083662242,,False
Classification | Cramerv    + KruskalEta,Ordinal('PROPORTION_23'),Cramerv,0.004640236601428288,,False
Classification | Cramerv    + KruskalEta,Ordinal('PROPORTION_24'),Cramerv,0.008740960553045258,,False
Classification | Cramerv    + KruskalEta,Ordinal('PROPORTION_31'),Cramerv,0.00977127589428084,,False
Classification | Cramerv    + KruskalEta,Ordinal('PROPORTION_32'),Cramerv,0.0032346619059653767,,False
Classification | Cramerv    + KruskalEta,Ordinal('MEN_1IND'),Cramerv,0.00665740140221272,,False
Classification | Cramerv    + KruskalEta,Ordinal('MEN_5IND'),Cramerv,0.0035596969086694004,,False
Classification | Cramerv    + KruskalEta,Ordinal('LOG_A2_A3'),Cramerv,0.005204735304640324,,False
Classification | Cramerv    + KruskalEta,Ordinal('IND_Y3_Y4'),Cramerv,0.005303606863115746,,False
Classification | Cramerv    + KruskalEta,Ordinal('IND_Y5_Y6'),Cramerv,0.003978906923005318,,False
Classification | Cramerv    + KruskalEta,Ordinal('IND_Y8_Y9'),Cramerv,0.006969913439812829,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_1'),Cramerv,0.005125006232900926,,False
Classification | Cramerv    + KruskalEta,Ordinal('DISTANCE_2'),Cramerv,0.0,,False
Classification | Cramerv    + KruskalEta,Ordinal('ALTITUDE_1'),Cramerv,0.010544317024013485,,False
Classification | Cramerv    + KruskalEta,Ordinal('ALTITUDE_2'),Cramerv,0.009542655170180638,,False
Classification | Cramerv    + KruskalEta,Ordinal('ALTITUDE_3'),Cramerv,0.009137982405106512,,False
Classification | Cramerv    + KruskalEta,Ordinal('ALTITUDE_4'),Cramerv,0.007199447907206275,,False
Classification | Cramerv    + KruskalEta,Ordinal('ALTITUDE_5'),Cramerv,0.009333372338622853,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTX25_MM_A'),Cramerv,0.004234827418998836,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTX25_MMAX_A'),Cramerv,0.0071447330585343565,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTX25_MSOM_A'),Cramerv,0.004234827418998836,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTX0_MM_A'),Cramerv,0.0075742299348536025,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTX0_MMAX_A'),Cramerv,0.010860755569707493,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTX0_MSOM_A'),Cramerv,0.0075742299348536025,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTXI27_MM_A'),Cramerv,0.006939975157319494,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTXI27_MMAX_A'),Cramerv,0.006602311382714707,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTXI27_MSOM_A'),Cramerv,0.006939975157319494,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTXS32_MM_A'),Cramerv,0.007035727206014429,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTXS32_MMAX_A'),Cramerv,0.005820935387494997,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTXS32_MSOM_A'),Cramerv,0.007035727206014429,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTXI20_MM_A'),Cramerv,0.008893664346513454,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTXI20_MMAX_A'),Cramerv,0.004394854793109251,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTXI20_MSOM_A'),Cramerv,0.008893664346513454,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTX30_MM_A'),Cramerv,0.008029507536902285,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTX30_MMAX_A'),Cramerv,0.007719485044652152,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTX30_MSOM_A'),Cramerv,0.008029507536902285,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTX35_MM_A'),Cramerv,0.0041530359990076355,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTX35_MMAX_A'),Cramerv,0.0043941607748312446,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTX35_MSOM_A'),Cramerv,0.0041530359990076355,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTN10_MM_A'),Cramerv,0.005727071419069098,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTN10_MMAX_A'),Cramerv,0.005558573183623467,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTN10_MSOM_A'),Cramerv,0.005727071419069098,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTNI10_MM_A'),Cramerv,0.0045341955449371175,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTNI10_MMAX_A'),Cramerv,0.0019511181783612437,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTNI10_MSOM_A'),Cramerv,0.0045341955449371175,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTN5_MM_A'),Cramerv,0.006509988701353986,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTN5_MMAX_A'),Cramerv,0.006156423463163004,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTN5_MSOM_A'),Cramerv,0.006509988701353986,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTNS25_MM_A'),Cramerv,0.0,,False
Classification | Cramerv    + KruskalEta,Ordinal('NBJTNS25_MMAX_A'),Cramerv,0.0,,False
