name,dtype,status,selected,n_bins,woe,quality_score
IND_Y2_Y3_IND_TOT,categorical,OPTIMAL,True,5,413.97377205475567,0.0033076820245008737
IND_Y2_Y3_IND,categorical,OPTIMAL,True,1,250.6049016741623,0.03742580315942295
IND_Y2_Y3_IND_SNV,categorical,OPTIMAL,True,3,333.0497824341321,0.13015576347478
IND_Y3_Y4_IND_TOT,categorical,OPTIMAL,True,5,490.6969276729318,0.009316814078874617
IND_Y3_Y4_IND,categorical,OPTIMAL,True,2,259.47395446740126,0.03875742795993044
IND_Y3_Y4_IND_SNV,categorical,OPTIMAL,True,5,442.52643553102297,0.01075786474515732
IND_Y4_Y5_IND_TOT,categorical,OPTIMAL,True,5,416.3711386585436,0.00414186505398014
IND_Y4_Y5_IND,categorical,OPTIMAL,True,1,250.6049016741623,0.03742580315942295
IND_Y4_Y5_IND_SNV,categorical,OPTIMAL,True,3,336.1512464651558,0.1389979314152329
IND_Y5_Y6_IND_TOT,categorical,OPTIMAL,True,5,782.3604638413929,0.025311588732944642
IND_Y5_Y6_IND,categorical,OPTIMAL,True,3,457.2786533541797,0.044324568337536084
IND_Y5_Y6_IND_SNV,categorical,OPTIMAL,True,5,694.2430354692608,0.008080031022395908
IND_Y6_Y7_IND_TOT,categorical,OPTIMAL,True,5,544.6865351710876,0.021540658454381155
IND_Y6_Y7_IND,categorical,OPTIMAL,True,2,268.0078659397172,0.13512962711967452
IND_Y6_Y7_IND_SNV,categorical,OPTIMAL,True,5,403.2649902747899,0.007390497380587331
IND_Y7_Y8_IND_TOT,categorical,OPTIMAL,True,5,602.9373021249395,0.021478913043217886
IND_Y7_Y8_IND,categorical,OPTIMAL,True,3,377.3235697032023,0.008128281313700246
IND_Y7_Y8_IND_SNV,categorical,OPTIMAL,True,4,449.8429387477822,0.18218184439877227
IND_Y8_Y9_IND_TOT,categorical,OPTIMAL,True,5,998.8115827671795,0.09605890771336088
IND_Y8_Y9_IND,categorical,OPTIMAL,True,3,346.46177945217767,0.10583990266004265
IND_Y8_Y9_IND_SNV,categorical,OPTIMAL,True,5,575.3746299810432,0.10017552212264151
IND_Y9_IND_TOT,categorical,OPTIMAL,True,5,601.6348645625828,0.040353758023848316
IND_Y9_IND,categorical,OPTIMAL,True,2,272.5399711237107,0.06445238770276891
IND_Y9_IND_SNV,categorical,OPTIMAL,True,5,393.69764897769545,0.0004190278601584641
IND_INC_IND_TOT,categorical,OPTIMAL,True,5,411.1915403116251,0.0028354399628318983
IND_INC_IND,categorical,OPTIMAL,True,1,250.6049016741623,0.03742580315942295
IND_INC_IND_SNV,categorical,OPTIMAL,True,3,331.7516149547072,0.12808940833136725
IND_SNV_IND_TOT,categorical,OPTIMAL,True,5,903.5668165748134,0.3506577409792432
IND_SNV_IND,categorical,OPTIMAL,True,3,340.81136856293875,0.1542729202236796
IND_REGION,categorical,OPTIMAL,True,5,1384.5424345682652,0.26608891765149606
IND_SNV_REGION,categorical,OPTIMAL,True,5,1012.9513593837934,0.19522778796050871
ALTITUDE_1_num,categorical,OPTIMAL,True,4,718.5058042123243,0.048482535721354116
ALTITUDE_2_num,categorical,OPTIMAL,True,3,432.3036046045143,0.02456081536016731
ALTITUDE_3_num,categorical,OPTIMAL,True,3,442.6437812021407,0.09258869769689711
ALTITUDE_4_num,categorical,OPTIMAL,True,4,427.3835611889448,0.000280188623875331
ALTITUDE_5_num,categorical,OPTIMAL,True,3,328.4163344570798,0.015664051643008377
ALTITUDE_TOT,categorical,OPTIMAL,True,5,1691.9605544251767,0.34700734468182715
ALTITUDE_1_ALT_TOT,categorical,OPTIMAL,True,5,1691.9605544251767,0.34700734468182715
ALTITUDE_2_ALT_TOT,categorical,OPTIMAL,True,5,1691.9605544251767,0.34700734468182715
ALTITUDE_3_ALT_TOT,categorical,OPTIMAL,True,5,1691.9605544251767,0.34700734468182715
ALTITUDE_4_ALT_TOT,categorical,OPTIMAL,True,5,1691.9605544251767,0.34700734468182715
ALTITUDE_5_ALT_TOT,categorical,OPTIMAL,True,5,1691.9605544251767,0.34700734468182715
ALTITUDE_REGION,categorical,OPTIMAL,True,5,2705.943302317982,0.5330523799580169
NBJTX25_MM_A_NBJTX25_MMAX_A,categorical,OPTIMAL,True,5,767.6925128376845,0.018126179904797802
NBJTX0_MM_A_NBJTX0_MMAX_A,categorical,OPTIMAL,True,5,1175.2972702372313,0.11010019482161168
NBJTXI27_MM_A_NBJTXI27_MMAX_A,categorical,OPTIMAL,True,5,962.334127682957,0.08503506088122191
NBJTXS32_MM_A_NBJTXS32_MMAX_A,categorical,OPTIMAL,True,5,693.7976561017018,0.005119828930461417
NBJTXI20_MM_A_NBJTXI20_MMAX_A,categorical,OPTIMAL,True,5,1026.1705361426966,0.01091410006889935
NBJTX30_MM_A_NBJTX30_MMAX_A,categorical,OPTIMAL,True,5,745.908819696691,0.030123384545228844
NBJTX35_MM_A_NBJTX35_MMAX_A,categorical,OPTIMAL,True,5,932.759601702121,0.003563086808116213
NBJTN10_MM_A_NBJTN10_MMAX_A,categorical,OPTIMAL,True,5,1203.4616339025888,0.01192538893697845
NBJTNI10_MM_A_NBJTNI10_MMAX_A,categorical,OPTIMAL,True,5,695.1528513258398,0.013425323786033864
NBJTN5_MM_A_NBJTN5_MMAX_A,categorical,OPTIMAL,True,5,1084.5008560062356,0.010147081344071853
NBJTNS25_MM_A_NBJTNS25_MMAX_A,categorical,OPTIMAL,True,3,694.1148838958552,0.06232249058342074
NBJTNI15_MM_A_NBJTNI15_MMAX_A,categorical,OPTIMAL,True,5,714.8111457379366,0.012372313062935942
NBJTNI20_MM_A_NBJTNI20_MMAX_A,categorical,OPTIMAL,True,4,630.9365490315658,0.03170307616026155
NBJTNS20_MM_A_NBJTNS20_MMAX_A,categorical,OPTIMAL,True,4,694.4205865420137,0.010847312682321543
NBJTMS24_MM_A_NBJTMS24_MMAX_A,categorical,OPTIMAL,True,4,658.0710476384431,0.0015505702971962724
TAMPLIAB_VOR_MM_A_TAMPLIAB_VOR_MMAX_A,categorical,OPTIMAL,True,5,827.8583743416407,0.028420118751249463
TAMPLIM_VOR_MM_A_TAMPLIM_VOR_MMAX_A,categorical,OPTIMAL,True,5,848.1381928713271,0.01600295132288403
TM_VOR_MM_A_TM_VOR_MMAX_A,categorical,OPTIMAL,True,5,1144.1399654912395,0.05508911407663376
TMM_VOR_MM_A_TMM_VOR_MMAX_A,categorical,OPTIMAL,True,5,778.1755921589008,0.0001601431195759664
TMMAX_VOR_MM_A_TMMAX_VOR_MMAX_A,categorical,OPTIMAL,True,5,922.7666937705169,0.01574750483850918
TMMIN_VOR_MM_A_TMMIN_VOR_MMAX_A,categorical,OPTIMAL,True,5,881.0985026912246,0.02208825483907304
TN_VOR_MM_A_TN_VOR_MMAX_A,categorical,OPTIMAL,True,5,825.2707931217805,0.01751262303873602
TNAB_VOR_MM_A_TNAB_VOR_MMAX_A,categorical,OPTIMAL,True,5,1000.5220856091032,0.2825869872143132
TNMAX_VOR_MM_A_TNMAX_VOR_MMAX_A,categorical,OPTIMAL,True,5,875.9885530158307,0.03502241424222508
TX_VOR_MM_A_TX_VOR_MMAX_A,categorical,OPTIMAL,True,5,988.4631738956239,0.03891126283718053
TXAB_VOR_MM_A_TXAB_VOR_MMAX_A,categorical,OPTIMAL,True,5,873.3914799109696,0.0036498572607844048
TXMIN_VOR_MM_A_TXMIN_VOR_MMAX_A,categorical,OPTIMAL,True,5,867.2953612891987,0.011141424795767381
NBJFF10_MM_A_NBJFF10_MMAX_A,categorical,OPTIMAL,True,5,835.3642447376742,0.005073248895520846
NBJFF16_MM_A_NBJFF16_MMAX_A,categorical,OPTIMAL,True,5,660.1841408957172,0.03384157288048527
NBJFF28_MM_A_NBJFF28_MMAX_A,categorical,OPTIMAL,True,5,802.4548785143726,0.021538287521345702
NBJFXI3S10_MM_A_NBJFXI3S10_MMAX_A,categorical,OPTIMAL,True,5,855.126182107045,0.018378063050174937
NBJFXI3S16_MM_A_NBJFXI3S16_MMAX_A,categorical,OPTIMAL,True,5,748.7209970871322,0.014314079958368073
NBJFXI3S28_MM_A_NBJFXI3S28_MMAX_A,categorical,OPTIMAL,True,5,767.6760628260596,0.02105557150798477
NBJFXY8_MM_A_NBJFXY8_MMAX_A,categorical,OPTIMAL,True,5,804.8031654296267,0.0010216830895989223
NBJFXY10_MM_A_NBJFXY10_MMAX_A,categorical,OPTIMAL,True,5,885.870156655661,0.000883706317593449
NBJFXY15_MM_A_NBJFXY15_MMAX_A,categorical,OPTIMAL,True,5,754.9709978336333,0.0016475149578596554
FFM_VOR_MM_A_FFM_VOR_MMAX_A,categorical,OPTIMAL,True,4,650.570197102816,0.051124954313402554
FXI3SAB_VOR_MM_A_FXI3SAB_VOR_MMAX_A,categorical,OPTIMAL,True,3,578.7783825535683,0.22311046777764315
FXIAB_VOR_MM_A_FXIAB_VOR_MMAX_A,categorical,OPTIMAL,True,5,835.0098837363514,0.0007548424754344825
FXYAB_VOR_MM_A_FXYAB_VOR_MMAX_A,categorical,OPTIMAL,True,5,760.9977926489494,0.018044496194714852
FFM_VOR_COM_MM_A_Y_FFM_VOR_COM_MMAX_A_Y,categorical,OPTIMAL,True,5,453.2322852698926,0.0008607039684632562
FXI3SAB_VOR_COM_MM_A_Y_FXI3SAB_VOR_COM_MMAX_A_Y,categorical,OPTIMAL,True,2,262.50211127485375,0.06103357958973831
NBJRR50_MM_A_NBJRR50_MMAX_A,categorical,OPTIMAL,True,5,888.7538395946519,0.003622238959483861
NBJRR1_MM_A_NBJRR1_MMAX_A,categorical,OPTIMAL,True,5,767.3930012818053,0.014728474159515292
NBJRR5_MM_A_NBJRR5_MMAX_A,categorical,OPTIMAL,True,5,829.1841150739422,0.06917049777057792
NBJRR10_MM_A_NBJRR10_MMAX_A,categorical,OPTIMAL,True,5,997.0228981499412,0.009462287355484041
NBJRR30_MM_A_NBJRR30_MMAX_A,categorical,OPTIMAL,True,5,962.2447886511479,0.09210174030012794
NBJRR100_MM_A_NBJRR100_MMAX_A,categorical,OPTIMAL,True,2,508.25381895474527,0.44720824673854354
RR_VOR_MM_A_RR_VOR_MMAX_A,categorical,OPTIMAL,True,5,970.6800537730146,0.01407550295662274
RRAB_VOR_MM_A_RRAB_VOR_MMAX_A,categorical,OPTIMAL,True,5,1129.8983354122397,0.09161660636091598
total_surface_crossed,categorical,OPTIMAL,True,5,1011.6904085989463,0.07155514592989563
nb_casernes_extinction_rate,categorical,OPTIMAL,True,5,421.42938230950784,0.043549115965884816
zone_vent_extinction_rate,categorical,OPTIMAL,True,5,974.428706996755,0.01583290420656363
VENT_x_CASERNES,categorical,OPTIMAL,True,4,348.70579160199355,0.008159925719179366
TYPERS,categorical,OPTIMAL,True,2,580.848779865431,0.4069031264823651
NB_CASERNES,categorical,OPTIMAL,True,2,274.335030453747,0.036241785053428066
BDTOPO_BAT_MAX_HAUTEUR,categorical,OPTIMAL,True,4,878.5547372274816,0.3373894283878699
HAUTEUR_MAX,categorical,OPTIMAL,True,3,659.070710666395,0.49481170249190626
HAUTEUR,categorical,OPTIMAL,True,4,884.0065507315295,0.08558501010900645
BDTOPO_BAT_MAX_HAUTEUR_MAX,categorical,OPTIMAL,True,3,662.5774047931968,0.4681432121915187
MEN_SURF,categorical,OPTIMAL,True,4,285.4316591645052,0.001527516762941173
IND_SNV,categorical,OPTIMAL,True,3,331.7516149547072,0.12808940833136725
IND_INC,categorical,OPTIMAL,True,1,250.6049016741623,0.03742580315942295
IND_Y9,categorical,OPTIMAL,True,2,272.0441733987694,0.06292124962147953
IND_0_Y1,categorical,OPTIMAL,True,1,250.6049016741623,0.03742580315942295
IND,categorical,OPTIMAL,True,1,250.6049016741623,0.03742580315942295
LOG_SOC,categorical,OPTIMAL,True,2,285.38612780436785,0.09059581504195426
